id,lon,lat,name,address,pname,cityname,business_area,type
B0KBKSE74E,120.196215,30.230713,月亮岛体育网球馆,近江时代大厦A座(近江地铁站C1口旁),浙江省,杭州市,近江,体育休闲服务;运动场馆;网球场
B0KD7OYAWG,120.200910,30.332879,快网网球俱乐部(杭州电竞小镇店),石祥东路与华中路交叉口西160米,浙江省,杭州市,东新,体育休闲服务;运动场馆;网球场
B0KDFA2SAT,120.322003,30.316669,钱塘parking网球中心,下沙金沙湖派出所东南100米(安广巷西),浙江省,杭州市,下沙,体育休闲服务;运动场馆;网球场
B0KDHHDMTO,120.027525,30.245679,Lovegame网球俱乐部,五常街道闲林街道高顺路6-2号6幢401室,浙江省,杭州市,[],体育休闲服务;运动场馆;网球场
B0KDJ5BDKZ,120.261683,30.177921,宇翔网球(众安广场店),山阴路688号萧山众安广场F5层,浙江省,杭州市,市心中路,体育休闲服务;运动场馆;网球场
B0KDY7X5E1,120.229595,30.226542,杭州奥体中心网球中心室外羽毛球场,飞虹路与滨盛路辅路交叉口东60米,浙江省,杭州市,[],体育休闲服务;运动场馆;运动场所
B0KG5RI7WN,119.695693,30.198423,临安文体临安小球运动中心网球中心,双拥路115号(九州街地铁站出入口步行490米),浙江省,杭州市,[],体育休闲服务;体育休闲服务场所;体育休闲服务场所
B0KGLMPIJH,120.232671,30.170850,活跃网球(萧山风彩店),跨月路452号(湘湖地铁站B口步行340米),浙江省,杭州市,[],体育休闲服务;运动场馆;网球场
B0KK2N72NW,120.123394,30.350352,杭州晨北网球俱乐部,好运街与冯家浜路交叉口东北180米,浙江省,杭州市,[],体育休闲服务;运动场馆;网球场
B0KK2Z2239,120.233109,30.227816,奥体中心网球场观众看台二层H区母婴室,飞虹路与丹枫路交叉口东北360米,浙江省,杭州市,[],公共设施;公共厕所;婴儿换洗间/哺乳室/母婴室
B0KK2ZCV5O,120.233737,30.227794,奥体中心网球场观众看台三层F区母婴室,飞虹路与丹枫路交叉口东北400米,浙江省,杭州市,[],公共设施;公共厕所;婴儿换洗间/哺乳室/母婴室
B0KK596PIC,120.081985,30.335796,亲亲网球俱乐部,墩池路与池华街交叉口东南220米,浙江省,杭州市,三墩,体育休闲服务;运动场馆;网球场
B0KKG9CO1G,120.270335,30.204634,钱江世纪城网球,建设三路与宁安路交叉口西北60米,浙江省,杭州市,宁东路,体育休闲服务;运动场馆;网球场
B0KKLB4ANC,120.191997,30.304358,HGA网球俱乐部,德胜中路250号,浙江省,杭州市,东新,体育休闲服务;体育休闲服务场所;体育休闲服务场所
B0KKMLH7DK,120.218035,30.296134,Tennis-Xpress7号网球俱乐部,和兴路与环站东路交叉口西100米,浙江省,杭州市,天城路沿线,体育休闲服务;运动场馆;网球场
B0KKZZIZ3T,120.091192,30.287624,杭州飞叶网球俱乐部,紫荆文路与文一西路辅路交叉口东北80米,浙江省,杭州市,西溪,体育休闲服务;运动场馆;网球场
B0KR0DOFUE,120.080273,30.167802,卢咔网球俱乐部,洙泗路180号,浙江省,杭州市,[],体育休闲服务;运动场馆;网球场
B0KR3HZ8D7,120.025209,30.287885,2080网球学练馆,图讯科技大厦2幢203室,浙江省,杭州市,[],体育休闲服务;运动场馆;网球场
B0KR96A4DR,120.097696,30.289937,飞叶网球俱乐部,古墩路与星艺街交叉口西南60米(文新地铁站B口旁),浙江省,杭州市,文新,体育休闲服务;运动场馆;网球场
B0KRB4ROC6,120.151643,30.189946,江边绿荫5·0网球俱乐部,东信大道与闻涛路交叉口西南200米,浙江省,杭州市,浦沿,体育休闲服务;运动场馆;网球场
B0KRLU6RLN,120.245730,30.204560,Ubest杭州优贝网球俱乐部,建设三路358号,浙江省,杭州市,[],体育休闲服务;运动场馆;网球场
B0KROLT1KK,120.001865,30.282750,Chillmor秋猫网球(美塘店),景兴路与联创街交叉口北100米,浙江省,杭州市,[],体育休闲服务;运动场馆;网球场
B0KRZS6CTV,120.023792,30.287407,朗界网球,五常街道联创街丽水数字大厦东门二楼,浙江省,杭州市,[],体育休闲服务;运动场馆;网球场
B0KU5CO4DQ,120.170079,30.184752,OA网球学练馆,诚业路415号江南岸艺术园区B座2楼220室,浙江省,杭州市,江南,体育休闲服务;体育休闲服务场所;体育休闲服务场所
B0KU653S7D,120.172425,30.314469,温兰网球俱乐部(西文街店),善贤路4路(西文街地铁站C2口步行280米),浙江省,杭州市,上塘,体育休闲服务;运动场馆;网球场
B0KU6OW4LD,119.047262,29.633203,亚运网球主题公园,淳开线与阳光路交叉口西100米,浙江省,杭州市,主城区沿湖及排岭半岛区块-千岛湖国家级旅游度假区,体育休闲服务;运动场馆;运动场所|风景名胜;风景名胜相关;旅游景点
B0KUG9UPNF,120.099974,30.268311,Ace66网球俱乐部,紫创商务中心商业街负一层,浙江省,杭州市,西溪,购物服务;购物相关场所;购物相关场所
B0KURRAXVH,120.267933,30.220408,FIFTEEN LOVE网球学练馆,市心北路879号港汇中心一号楼1楼潮童星内右转,浙江省,杭州市,市心北路,体育休闲服务;体育休闲服务场所;体育休闲服务场所
B0L6FHGIMI,120.081975,30.335775,美澳网球,墩池路与池华街交叉口东南220米,浙江省,杭州市,三墩,体育休闲服务;运动场馆;网球场
B0LBA5BEKU,119.971561,30.053189,11号网球场,江滨东大道与大桥路交叉口东北420米,浙江省,杭州市,[],体育休闲服务;运动场馆;网球场
